City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
453,Nome,US,64.5011,-165.4064,50.16,93,100,3.44,mist
454,Hammerfest,NO,70.6634,23.6821,45.05,81,40,10.36,scattered clouds
455,Barra Patuca,HN,15.8,-84.2833,77.74,89,100,6.87,overcast clouds
456,Irati,BR,-25.4672,-50.6511,77.04,37,0,3.69,clear sky
457,Keti Bandar,PK,24.1447,67.4497,81.91,82,90,10.13,overcast clouds
458,Conceicao Do Coite,BR,-11.5639,-39.2828,75.31,57,89,14.58,overcast clouds
459,Arrecife,ES,28.963,-13.5477,84.18,48,0,26.46,clear sky
460,Hermiston,US,45.8404,-119.2895,89.82,28,0,11.5,clear sky
461,Lorengau,PG,-2.0226,147.2712,81.57,77,100,10.74,overcast clouds
462,Sainte-Marie,RE,-20.8968,55.5496,69.93,85,100,2.3,overcast clouds
463,Oranjemund,NA,-28.55,16.4333,56.17,91,24,2.95,few clouds
464,Mareeba,AU,-17.0,145.4333,69.44,91,96,3.13,overcast clouds
465,Lima,PE,-12.0432,-77.0282,59.25,77,100,5.75,overcast clouds
466,Isiro,CD,2.7739,27.616,67.42,92,100,2.84,overcast clouds
467,Votkinsk,RU,57.0486,53.9872,64.78,67,86,2.93,overcast clouds
468,Tshikapa,CD,-6.4167,20.8,78.69,63,91,4.21,overcast clouds
469,Hervey Bay,AU,-25.2986,152.8535,64.8,88,84,6.6,broken clouds
470,Gigmoto,PH,13.7796,124.39,82.81,83,100,16.15,overcast clouds
471,Brejo,BR,-3.6844,-42.7503,97.56,25,60,4.79,broken clouds
472,Korla,CN,41.7597,86.1469,73.35,33,14,15.32,few clouds
473,Duluth,US,46.7833,-92.1066,87.04,48,0,10.36,clear sky
474,Lata,PT,40.1629,-8.3327,69.82,63,46,9.37,scattered clouds
475,Sistranda,NO,63.7256,8.834,57.16,74,92,13.02,overcast clouds
476,Adrar,MR,20.5022,-10.0711,101.95,17,6,3.09,clear sky
477,Plettenberg Bay,ZA,-34.0527,23.3716,66.78,67,100,15.17,overcast clouds
478,Taywarah,AF,33.35,64.4167,57.67,16,0,1.19,clear sky
479,Honiara,SB,-9.4333,159.95,75.51,86,100,4.68,overcast clouds
480,Belfast,GB,54.5833,-5.9333,66.79,68,3,8.05,clear sky
481,Teya,RU,60.3778,92.6267,41.36,80,98,1.3,overcast clouds
482,Darhan,MN,49.4867,105.9228,56.43,68,62,1.9,broken clouds
483,Kumeny,RU,58.1089,49.9161,54.12,58,79,5.23,broken clouds
484,Bosaso,SO,11.2842,49.1816,87.53,62,0,6.71,clear sky
485,Tilichiki,RU,60.4667,166.1,44.71,85,17,3.36,few clouds
486,Kloulklubed,PW,7.0419,134.2556,75.7,70,96,9.42,overcast clouds
487,College,US,64.8569,-147.8028,54.28,75,75,0.0,broken clouds
488,Harlau,RO,47.4333,26.9,69.13,48,98,11.36,light rain
489,San Policarpo,PH,12.1791,125.5072,79.77,86,100,7.43,overcast clouds
490,Port Augusta,AU,-32.5,137.7667,47.7,92,1,9.24,clear sky
491,Kununurra,AU,-15.7667,128.7333,73.38,73,0,0.0,clear sky
492,Tucuma,BR,-0.1833,-50.05,86.7,61,85,6.8,overcast clouds
493,Loandjili,CG,-4.7561,11.8578,74.57,79,100,9.01,overcast clouds
494,Nishihara,JP,26.1842,127.7558,81.68,83,40,18.41,moderate rain
495,Brownsville,US,25.9018,-97.4975,92.01,66,75,10.36,broken clouds
496,Ancud,CL,-41.8697,-73.8203,53.22,69,10,5.32,clear sky
497,Winnemucca,US,40.973,-117.7357,82.45,14,0,3.44,clear sky
498,Middlebury,US,44.0153,-73.1673,66.38,54,40,6.91,scattered clouds
499,Bairiki,KI,1.3292,172.9752,80.6,78,20,10.36,few clouds
500,Daur,PK,26.4583,68.3192,84.13,72,6,12.84,clear sky
501,Jeffersontown,US,38.1942,-85.5644,84.49,53,0,8.05,clear sky
502,Atherton,GB,53.5237,-2.4935,74.89,51,17,3.0,few clouds
503,Abnub,EG,27.2696,31.1511,89.82,21,0,11.56,clear sky
504,Palauig,PH,15.435,119.9045,80.65,86,100,2.98,overcast clouds
505,Forestville,US,38.8451,-76.875,88.48,44,40,5.75,scattered clouds
506,Thinadhoo,MV,0.5333,72.9333,81.88,73,85,19.08,overcast clouds
507,Ostersund,SE,63.1792,14.6357,50.61,66,0,72.01,clear sky
508,Sao Joao Del Rei,BR,-21.1356,-44.2617,75.69,21,0,5.3,clear sky
509,Chapais,CA,49.7834,-74.8492,47.98,92,100,10.33,overcast clouds
510,San Juan,AR,-31.5375,-68.5364,67.39,23,0,19.84,clear sky
511,Whitehorse,CA,60.7161,-135.0538,52.57,62,100,15.01,overcast clouds
512,Doha,QA,25.2867,51.5333,96.78,44,0,4.61,clear sky
513,Gat,IL,31.61,34.7642,82.4,100,0,9.26,clear sky
514,Estelle,US,29.8458,-90.1067,93.0,53,75,10.36,broken clouds
515,Sihor,IN,21.7,71.9667,82.53,77,90,6.33,overcast clouds
516,Konstantinovka,RU,49.6167,127.9833,52.12,56,2,7.63,clear sky
517,Chissamba,AO,-12.1667,17.3333,73.06,20,64,1.52,broken clouds
518,Kalemie,CD,-5.9475,29.1947,74.8,59,23,1.32,few clouds
519,Haveli,PK,30.4502,73.6989,87.84,46,0,4.29,clear sky
520,Ulaanbaatar,MN,47.9077,106.8832,57.33,67,40,8.95,scattered clouds
521,Barentu,ER,15.1139,37.5928,74.01,78,63,7.78,broken clouds
522,Puerto Lempira,HN,15.2667,-83.7667,80.74,83,75,6.08,broken clouds
523,Saint-Denis,FR,48.9167,2.3333,82.56,41,0,11.5,clear sky
524,Imbituba,BR,-28.24,-48.6703,72.86,60,3,19.13,clear sky
525,Vestmannaeyjar,IS,63.4427,-20.2734,50.99,76,40,5.75,scattered clouds
526,Shahreza,IR,32.0339,51.8794,71.74,10,0,7.0,clear sky
527,Santa Cruz,BO,-17.8,-63.1667,89.65,37,0,29.93,smoke
528,La Roda,ES,39.2167,-2.15,85.73,18,100,11.21,overcast clouds
529,Wewak,PG,-3.5534,143.6268,78.37,86,100,7.02,overcast clouds
530,Arteaga,MX,18.4667,-102.4167,76.69,71,92,1.19,overcast clouds
531,Samsun,TR,41.25,36.3333,79.0,96,40,3.44,scattered clouds
532,Vanimo,PG,-2.6741,141.3028,76.8,90,100,5.53,overcast clouds
533,Arman,RU,59.7,150.1667,52.02,98,100,6.17,light rain
534,Sanming,CN,26.2486,117.6186,72.09,96,34,2.42,scattered clouds
535,Tari,NG,12.4086,4.4914,79.25,76,100,4.43,overcast clouds
536,Kayerkan,RU,69.3497,87.7602,41.52,100,64,5.12,broken clouds
537,Ilinskiy,RU,55.619,38.1182,52.14,81,75,7.0,broken clouds
538,Weinan,CN,34.5036,109.5089,70.47,53,99,2.62,overcast clouds
539,Novyy Urengoy,RU,66.0833,76.6333,39.54,94,47,8.55,scattered clouds
540,Avera,US,33.194,-82.5271,89.65,57,23,8.68,few clouds
541,Kapoeta,SS,4.7717,33.5903,81.82,40,6,5.57,clear sky
542,Pervomayskoye,RU,43.919,46.7102,72.57,80,14,7.56,few clouds
543,Goose Creek,US,32.981,-80.0326,89.1,83,75,10.36,thunderstorm
544,Harper,LR,4.375,-7.7169,73.98,92,100,10.42,light rain
545,Mweka,CD,-4.85,21.5667,71.55,87,80,2.37,moderate rain
546,Alice Springs,AU,-23.7,133.8833,45.95,100,100,0.0,fog
547,Kahului,US,20.8947,-156.47,79.84,74,20,11.99,few clouds
548,Craig,US,40.5153,-107.5464,78.42,23,0,0.0,clear sky
549,Sao Lourenco Do Sul,BR,-31.3653,-51.9783,71.94,64,46,3.98,scattered clouds
550,Nizhniy Kuranakh,RU,58.8353,125.4869,40.24,93,56,6.38,broken clouds
551,Dingle,PH,10.9995,122.6711,76.8,92,100,7.16,overcast clouds
552,Gladstone,AU,-23.85,151.25,66.13,82,100,5.75,overcast clouds
553,Fakel,RU,57.6325,53.0252,55.92,70,63,1.48,broken clouds
554,Senno,RU,59.5336,33.9167,41.07,98,100,10.49,light rain
555,Puerto Escondido,MX,15.85,-97.0667,86.83,62,75,6.91,broken clouds
556,Honningsvag,NO,70.9821,25.9704,46.15,71,75,11.5,broken clouds
557,Fenoarivo,MG,-18.933,47.4354,57.27,88,40,13.8,scattered clouds
558,Barranca,PE,-10.75,-77.7667,64.63,68,31,11.81,scattered clouds
559,Totma,RU,59.9747,42.7642,46.18,83,100,9.93,overcast clouds
560,Temir,KZ,49.1414,57.13,78.66,17,2,11.9,clear sky
561,Khandyga,RU,62.6667,135.6,41.18,93,100,2.15,overcast clouds
562,Poso,ID,-1.3959,120.7524,75.06,84,95,5.64,overcast clouds
563,Pangody,RU,65.85,74.4859,43.54,74,93,7.94,overcast clouds
564,Kashi,CN,39.4547,75.9797,70.81,46,19,4.47,few clouds
565,Gravdal,NO,68.1214,13.5031,50.0,67,4,10.56,clear sky
566,Kyabe,TD,9.4515,18.9449,72.34,94,100,4.25,moderate rain
567,Altamira,BR,-3.2033,-52.2064,91.49,62,75,5.75,broken clouds
568,Bilibino,RU,68.0546,166.4372,29.52,86,18,1.32,few clouds
569,Nkowakowa,ZA,-23.8878,30.2871,58.91,32,0,1.14,clear sky
570,Broome,US,42.2506,-75.833,73.62,54,40,11.5,scattered clouds
571,Waipawa,NZ,-41.4122,175.5153,49.23,82,63,14.12,broken clouds
572,Lucapa,AO,-8.4192,20.7447,80.17,30,40,0.67,scattered clouds
573,Luanda,AO,-8.8368,13.2343,71.6,83,42,8.05,scattered clouds
574,La Ronge,CA,55.1001,-105.2842,79.05,41,40,17.27,scattered clouds
575,Palmer,US,42.1584,-72.3287,77.92,43,2,3.0,clear sky
576,Fengrun,CN,39.8333,118.1167,59.92,68,2,2.24,clear sky
577,Hami,CN,42.8,93.45,76.05,17,14,10.4,few clouds
578,Serenje,ZM,-13.2325,30.2352,59.38,57,26,9.66,scattered clouds
579,Jasper,US,37.2001,-94.3502,91.11,59,20,3.44,few clouds
580,At-Bashi,KG,41.1702,75.8106,53.6,43,2,2.51,clear sky
581,Tura,IN,25.5198,90.2201,74.21,96,99,4.32,overcast clouds
582,Roebourne,AU,-20.7833,117.1333,71.13,78,67,6.26,broken clouds
583,Karpathos,GR,35.507,27.2132,78.76,78,40,13.8,scattered clouds
584,Nicoya,CR,10.1483,-85.452,83.95,74,84,2.35,broken clouds
585,Port Blair,IN,11.6667,92.75,80.64,89,40,0.0,mist
586,Seoul,KR,37.5683,126.9778,71.04,91,0,2.3,clear sky
587,Khandbari,NP,27.3747,87.2039,71.89,90,92,2.28,overcast clouds
588,Sibolga,ID,1.7427,98.7792,74.1,94,100,4.94,overcast clouds
589,Bafq,IR,31.6128,55.4107,81.25,11,38,4.97,scattered clouds
590,Verkhnevilyuysk,RU,63.4453,120.3167,39.16,74,100,0.76,overcast clouds
591,Kieta,PG,-6.2167,155.6333,77.47,85,95,3.11,overcast clouds
592,Bana,CM,5.1481,10.2762,59.92,98,88,2.01,light rain
593,Sokoni,TZ,-6.4333,39.55,75.27,76,2,18.7,clear sky
594,Caravelas,BR,-17.7125,-39.2481,73.15,57,44,8.52,scattered clouds
595,Nanning,CN,22.8167,108.3167,81.05,79,96,3.44,overcast clouds
596,Ostrov,RU,57.3439,28.3537,47.93,93,99,7.34,overcast clouds
597,Comodoro Rivadavia,AR,-45.8667,-67.5,58.86,23,0,24.16,clear sky
598,Puerto Madryn,AR,-42.7692,-65.0385,59.09,30,0,15.05,clear sky
599,Road Town,VG,18.4167,-64.6167,91.49,74,40,8.05,scattered clouds
600,Toktogul,KG,41.8708,72.9402,69.87,34,6,3.83,clear sky
601,Huilong,CN,31.8111,121.655,77.94,76,67,15.41,broken clouds
602,Ukiah,US,39.1502,-123.2078,89.92,25,0,0.0,clear sky
603,Sovetskiy,RU,61.3614,63.5842,47.8,88,100,9.84,light rain
604,Kargasok,RU,59.0556,80.8572,42.94,94,100,6.51,overcast clouds
605,Paragominas,BR,-2.9667,-47.4833,96.67,25,33,5.68,scattered clouds
606,Santa Rosa,PH,14.3122,121.1114,82.11,94,100,11.43,overcast clouds
607,Takaka,NZ,-40.85,172.8,56.55,87,98,6.49,overcast clouds
608,Stawell,AU,-37.05,142.7667,41.36,87,86,11.05,overcast clouds
609,Peterhead,GB,57.5058,-1.7981,66.51,85,47,15.64,scattered clouds
610,Vanavara,RU,60.34,102.2797,33.67,97,59,4.05,broken clouds
611,Stornoway,GB,58.2093,-6.3865,63.03,72,20,11.5,few clouds
612,Talaya,RU,61.3833,152.75,47.79,91,76,8.19,broken clouds
613,Alugan,PH,12.2188,125.4808,79.18,87,100,6.87,overcast clouds
614,Kandrian,PG,-6.2167,149.55,76.3,89,99,2.86,light rain
615,Vryheid,ZA,-27.7695,30.7917,52.36,47,13,7.16,few clouds
616,Winslow,US,35.0242,-110.6974,80.78,41,0,8.05,clear sky
617,Young,UY,-32.6833,-57.6333,59.79,99,100,3.2,light rain
618,Cabo San Lucas,MX,22.8909,-109.9124,91.62,69,40,11.5,scattered clouds
619,Jaicos,BR,-7.3592,-41.1378,93.54,21,7,9.51,clear sky
620,Pingliang,CN,35.5392,106.6861,59.45,83,96,3.04,overcast clouds
621,Savannah Bight,HN,16.45,-85.85,82.06,77,74,25.95,broken clouds
622,Tokur,RU,53.1333,132.9,36.3,95,27,3.02,scattered clouds
623,Bikin,RU,46.8161,134.26,45.68,89,77,3.09,broken clouds
624,Sumter,US,28.7086,-82.0831,93.94,62,89,1.81,overcast clouds
625,Yar-Sale,RU,66.8333,70.8333,41.54,76,85,7.92,overcast clouds
626,Concarneau,FR,47.875,-3.9225,66.99,90,100,5.1,light rain
627,Konevo,RU,62.1215,39.3192,38.77,98,100,11.21,light rain
628,Iracoubo,GF,5.4802,-53.2011,80.67,84,57,11.3,broken clouds
629,Saint Anthony,US,45.0205,-93.218,88.83,54,0,5.75,clear sky
630,Mackay,AU,-21.15,149.2,69.67,88,71,9.06,broken clouds
631,Acapulco,MX,16.8634,-99.8901,85.82,74,40,10.36,scattered clouds
632,Kilindoni,TZ,-7.9139,39.6668,75.11,74,20,22.84,few clouds
633,Ndola,ZM,-12.9587,28.6366,68.14,42,88,10.29,overcast clouds
634,Daru,PG,-9.0763,143.2092,77.58,92,100,9.53,light rain
635,Auki,SB,-8.7676,160.7034,75.85,86,99,3.47,overcast clouds
636,Russell,US,32.3502,-85.1999,92.37,36,0,3.65,clear sky
637,Zhezkazgan,KZ,47.8043,67.7144,80.31,24,73,3.29,broken clouds
638,Mezen,RU,65.8522,44.24,47.14,59,100,12.88,overcast clouds
639,Rafai,CF,4.95,23.9167,68.36,97,46,3.62,light rain
640,Bucerias,MX,20.75,-105.3333,88.99,70,40,0.0,scattered clouds
641,Aquiraz,BR,-3.9014,-38.3911,88.45,58,1,13.85,clear sky
642,Corinto,GR,37.9407,22.9573,82.89,56,66,2.62,broken clouds
643,Nyurba,RU,63.2842,118.3319,36.54,87,100,2.44,overcast clouds
644,Mahon,ES,39.8885,4.2658,81.16,78,0,5.75,clear sky
645,Kalianget,ID,-7.05,113.9333,80.08,80,33,9.91,scattered clouds
646,Port-Cartier,CA,50.0334,-66.8654,64.08,72,57,13.69,broken clouds
647,Vrangel,RU,42.7297,133.0839,56.46,64,0,5.7,clear sky
648,Svetlyy,RU,54.675,20.1347,59.05,64,23,8.05,few clouds
649,Plyussa,RU,58.4308,29.3654,43.66,94,100,5.61,light rain
650,Wajima,JP,37.4,136.9,73.69,83,100,16.6,overcast clouds
651,Jucas,BR,-6.5253,-39.5275,93.61,23,4,9.62,clear sky
652,Mehriz,IR,31.5917,54.4318,79.3,11,2,1.61,clear sky
653,Ploemeur,FR,47.7333,-3.4333,67.95,91,100,3.44,overcast clouds
654,Iralaya,HN,15.0,-83.2333,76.66,92,97,6.49,overcast clouds
655,Merauke,ID,-8.4667,140.3333,77.52,90,100,12.88,overcast clouds
656,Panzhihua,CN,26.5851,101.7128,66.72,84,100,1.45,overcast clouds
657,Villers-Les-Nancy,FR,48.671,6.1508,79.05,47,0,12.66,clear sky
658,San Antonio,US,29.4241,-98.4936,91.06,62,75,6.91,broken clouds
659,Arawa,PG,-6.2132,155.5367,75.45,92,92,2.66,overcast clouds
660,Choctaw,US,35.4976,-97.2689,76.39,50,100,19.98,light rain
661,Buala,SB,-8.145,159.5921,78.98,84,99,7.29,overcast clouds
662,Anadyr,RU,64.75,177.4833,41.5,93,75,8.95,light rain
663,Weligama,LK,5.9667,80.4167,76.28,91,100,9.53,overcast clouds
664,Anchorage,US,61.2181,-149.9003,51.19,93,100,12.66,light rain
665,Isabela,PH,6.7085,121.9711,78.3,86,86,3.27,overcast clouds
666,Lengshuitan,CN,26.4111,111.5956,71.38,74,44,4.65,scattered clouds
667,Itarema,BR,-2.9248,-39.9167,85.19,55,33,17.92,scattered clouds
668,Dryden,CA,49.7833,-92.7503,79.09,57,0,6.91,clear sky
669,Mazkeret Batya,IL,31.8539,34.8386,83.21,72,20,9.22,few clouds
670,Peniche,PT,39.3558,-9.3811,74.08,86,36,10.18,scattered clouds
671,Rorvik,NO,64.8621,11.2373,53.58,76,20,6.91,few clouds
672,Rawson,AR,-43.3002,-65.1023,55.72,40,0,11.81,clear sky
673,Jiuquan,CN,39.7432,98.5174,71.37,28,90,5.97,overcast clouds
674,Djibo,BF,14.1022,-1.6306,90.54,44,72,6.11,broken clouds
675,Aska,IN,19.6061,84.6725,80.47,83,73,2.82,broken clouds
676,Tenenkou,ML,14.4572,-4.9169,77.47,77,97,1.12,overcast clouds
677,Diego De Almagro,CL,-26.3667,-70.05,69.13,14,0,8.01,clear sky
678,Lisakovsk,KZ,52.5369,62.4936,77.5,28,41,7.0,scattered clouds
679,Sotnikovo,RU,51.8845,107.4791,48.29,81,70,2.24,broken clouds
680,Kimbe,PG,-5.5502,150.1429,75.25,93,88,4.47,overcast clouds
681,Upata,VE,8.0086,-62.3989,83.19,67,53,3.36,broken clouds
